ref	Address	note
74907:147	Vítkov, Skřivančí pole 586, u Hřbitova Vítkov, Opava	na stojanu
74907:16	Kateřinky,Pekařská před č.1606/118a Kateřinky, Opava	na stojanu
74907:202	Slavkov, Osvobození Slavkov, Opava	na stojanu u čp.421
74907:203	Stěbořice, Jednota naproti čp. 17 Stěbořice, Opava	na stojanu
74907:205	Bratříkovice, na zděné zastávce Bratříkovice, Opava	naproti čp. 79
74907:211	Vlaštovičky, Jarní 22/13 u MŠ Vlaštovičky, Opava	na stojanu
74907:323	Nové Lublice 113, vedle zastávky TGM Nové Lublice, Opava	na stojanu
74907:331	Vítkov, Jelenice 22, zastávka TQM Jelenice, Vítkov, Opava	na stojanu
74907:39	BUS zast.,Podvihov stojan
74907:48	točna TQM,Úblo Úblo, Brumovice, Opava	na stojanu,nejbl.č.7 u parkoviště
74907:51	Vel.Heraltice-Sádek,u zast.TQMu čp.104 Sádek, Velké Heraltice, Opava	na čekárně
74907:52	Vel.Heraltice-Sádek, Sádek, Velké Heraltice, Opava	stojan napr.KD,u obec.vývěs.
74907:56	Holasovice-Štemplovec,na has.zbrojn. Štemplovec, Holasovice, Opava	vedle čp 25
74907:57	Holasovice-Kamenec,zast.TQM u čp. 46 Kamenec, Holasovice, Opava	na stojanu
74907:62	zastávka TQM, Hořejší Kunčice Hořejší Kunčice, Jakartovice, Opava	vedle čp, 72
74907:65	na návsi,naproti čp.18,D.Životice-Hertice Hertice, Dolní Životice, Opava	stojan
74907:70	Litultovice-Pilný Mlýn,u žel. zastávky Litultovice, Opava	na stojanu
74907:77	Služovice, Vrbka, vedle čp.34 u kaple Vrbka, Služovice, Opava	na stojanu
74907:78	Štěpánkovice,Svoboda,Oldřišovská 282/14 Svoboda, Štěpánkovice, Opava	stojan
74907:83	Bělá,na zděné zastávce u obec.vývěsek Bělá, Opava	před čp.116
74907:89	náves, Josefovice Josefovice, Hrabyně, Opava	na stojanu za čp. 2
74907:98	zastávka TQM, Dolní Lhota Dolní Lhota, Ostrava-město	stojan vedle čp. 428
75007:11	Přerov, Bří Hovůrkových 2731/5 Přerov I-Město, Přerov	stojan
75007:12	Přerov, Želatovská 2617/12 Přerov I-Město, Přerov	stojan
75007:13	Přerov, Optiky 2629/1 Přerov I-Město, Přerov	stojan
75007:15	Přerov, Dvořákova 2427/25 Přerov I-Město, Přerov	stojan
75007:16	Přerov, U Tenisu 851/1 Přerov I-Město, Přerov	stojan
75007:17	Přerov, Kozlovská 1296/19 Přerov I-Město, Přerov	stojan
75007:202	Hranice, Bělotínská 1297 Hranice I-Město, Hranice, Přerov	stojan
75007:203	Hranice, Nová 1821 Hranice I-Město, Hranice, Přerov	stojan
75007:205	Olšovec, Boňkov 133 Boňkov, Olšovec, Přerov	stojan
75007:206	Ústí 56, aut.zastávka Ústí, Přerov	stojan
75007:208	Hranice, Lhotka 29, aut.zastávka Hranice II-Lhotka, Hranice, Přerov	stojan
75007:209	Střítež nad Ludinou 102 Střítež nad Ludinou, Přerov	stojan
75007:210	Střítež nad Ludinou 49 Střítež nad Ludinou, Přerov	stojan
75007:211	Zámrsky 5, dům peč. služby Zámrsky, Přerov	stojan
75007:212	Partutovice 140 Partutovice, Přerov	stojan
75007:214	Jindřichov 52, horní bus.zastávka Jindřichov, Přerov	na zastávce
75007:22	Sušice 13, u křižovatky Sušice, Přerov	stojan
75007:220	Teplice nad Bečvou 24, LD Bečva Teplice nad Bečvou, Přerov	stojan u mostu
75007:221	Bělotín 20, bus. zastávka Bělotín, Přerov	stojan
75007:225	Bělotín, Lučice u č.p. 3, naproti AZ Lučice, Bělotín, Přerov	stojan
75007:227	Polom 100, u mostku Polom, Přerov	stojan
75007:229	Hustopeče n/B,Hranické Loučky 8,bus.zastávka Hranické Loučky, Hustopeče nad Bečvou, Přerov	st
75007:23	Šišma 62, u bus.zastávky Šišma, Přerov	stojan
75007:230	Potštát, Boškov 74, aut. zastávka Boškov, Potštát, Přerov	stojan
75007:231	Potštát, Kovářov 48, bus. zastávka Kovářov, Potštát, Přerov	stojan
75007:232	Potštát, Kyžlířov 10, aut. zastávka Kyžlířov, Potštát, Přerov	stojan
75007:236	Hranice, Slavíč 55, aut. zastávka Hranice VII-Slavíč, Hranice, Přerov	stojan
75007:239	Hranice, Uhřínov 19, bus. zastávka Hranice IX-Uhřínov, Hranice, Přerov	stojan
75007:24	Tučín 118, u aut.zastávky Tučín, Přerov	stojan
75007:240	Hranice, Středolesí 55, točna Hranice VIII-Středolesí, Hranice, Přerov	stojan
75007:246	Černotín, Hluzov 39 Hluzov, Černotín, Přerov	stojan
75007:25	Čechy 30, u křižovatky Čechy, Přerov	stojan
75007:254	Hranice, Komenského 387, aut.zastávka Hranice I-Město, Hranice, Přerov	stojan
75007:26	Křtomil 75, u aut.zastávky Křtomil, Přerov	stojan
75007:266	Opatovice, Hlavní 126, aut. zastávka Opatovice, Přerov	stojan
75007:27	Lipová 50, u křižovatky Lipová, Přerov	stojan
75007:275	Malhotice 57, bus. zastávka Malhotice, Přerov	stojan
75007:278	Dolní Těšice 26, bus. zastávka Dolní Těšice, Přerov	stojan
75007:279	Horní Újezd 75, bus. zastávka Horní Újezd, Přerov	stojan
75007:28	Líšná 70, u aut.zastávky Líšná, Přerov	stojan
75007:282	Rakov 2, bus. zastávka Rakov, Přerov	stojan
75007:29	Nahošovice 24, u křižovatky Nahošovice, Přerov	stojan
75007:3	Přerov, Osmek 516/1 Přerov I-Město, Přerov	stojan
75007:30	Beňov, Prusy 1, u kapličky Prusy, Beňov, Přerov	stojan
75007:31	Podolí 61, u aut.zastávky Podolí, Přerov	stojan
75007:33	Radkova Lhota 31, u aut.zastávky Radkova Lhota, Přerov	stojan
75007:35	Turovice 35, u křižovatky Turovice, Přerov	stojan
75007:36	Císařov 7, u aut.zastávky Císařov, Přerov	stojan
75007:37	Citov 97, u křižovatky Citov, Přerov	stojan
75007:38	Čelechovice 13 , u aut.zastávky Čelechovice, Přerov	stojan
75007:4	Přerov, Kopaniny 494/8 Přerov I-Město, Přerov	stojan
75007:40	Brodek u Přerova, Luková 8, u křižovatky Luková, Brodek u Přerova, Přerov	stojan
75007:414	Lhotka 5, ná návsi Lhotka, Přerov	stojan
75007:416	Přerov, Vinary, Vinařská 2/10 Přerov XI-Vinary, Přerov	stojan
75007:42	Nelešovice 18 Nelešovice, Přerov	stojan
75007:422	Zábeštní Lhota 45, u křižovatky Zábeštní Lhota, Přerov	stojan
75007:423	Přerov,Kozlovice,Grymovská 43/23,u křižov Přerov IV-Kozlovice, Přerov	stojan
75007:424	Stará Ves 84, aut.zastávka Stará Ves, Přerov	stojan
75007:425	Prosenice, Na Návsi 18, aut.zastávka Prosenice, Přerov	stojan
75007:427	Horní Moštěnice, U kapličky 89/8 Horní Moštěnice, Přerov	stojan
75007:44	Brodek u Přerova, Havlíčkova 482, u AZ Brodek u Přerova, Přerov	stojan
75007:46	Rokytnice 348, Jednota Rokytnice, Přerov	stojan
75007:47	Radslavice, Na Návsi 11 Radslavice, Přerov	stojan
75007:49	Domaželice 13, u aut.zastávky Domaželice, Přerov	stojan
75007:51	Říkovice 66, u aut.zastávky Říkovice, Přerov	stojan
75007:52	Tovačov, Nádražní 94, DD u parkoviště Tovačov I-Město, Tovačov, Přerov	stojan
75007:54	Tovačov, Annín 53, TOPOS Tovačov II-Annín, Tovačov, Přerov	stojan
75007:58	Troubky, Dědina 759/12 Troubky, Přerov	stojan
75007:6	Přerov, Na Odpoledni 362/8 Přerov I-Město, Přerov	stojan
75007:63	Lipník, Svat. Čecha 788/16 Lipník nad Bečvou I-Město, Lipník nad Bečvou, Přerov	stojan
75007:65	Lipník, B. Němcové 1043/3, u aut.zastávky Lipník nad Bečvou I-Město, Lipník nad Bečvou, Přerov	stojan
75007:72	Lipník, Loučka 30, u aut.zastávky Lipník nad Bečvou VI-Loučka, Lipník nad Bečvou, Přerov	stojan
75007:73	Bohuslávky 34 Bohuslávky, Přerov	stojan
75007:75	Lipník, Podhoří 4 Lipník nad Bečvou V-Podhoří, Lipník nad Bečvou, Přerov	stojan
75007:76	Jezernice 101, Familie, u aut.zastávky Jezernice, Přerov	stojan
75007:77	Lipník, Trnávka 4 Lipník nad Bečvou VII-Trnávka, Lipník nad Bečvou, Přerov	stojan
75007:80	Lazníky, Svrčov 5 Svrčov, Lazníky, Přerov	stojan
75007:85	Osek nad Bečvou 356, u aut.zastávky Osek nad Bečvou, Přerov	stojan
75007:86	Kojetín, nám. Svobody 1055, u křižovatky Kojetín I-Město, Kojetín, Přerov	stojan
75007:88	Kojetín, Olomoucká 303, u křižovatky Kojetín I-Město, Kojetín, Přerov	stojan
75007:9	Přerov, Jižní čtvrť I 2460/5, zast. BUS Přerov I-Město, Přerov	stojan
75007:91	Kojetín, Nádražní 458, před nádražím Kojetín I-Město, Kojetín, Přerov	stojan
75007:92	Kojetín, Padlých hrdinů 465, u křižovatky Kojetín I-Město, Kojetín, Přerov	stojan
75007:93	Kojetín, Nová 1214, u stánku Kojetín I-Město, Kojetín, Přerov	stojan
75007:94	Uhřičice 26, u obchodu Uhřičice, Přerov	stojan
75007:95	Stříbrnice 83, aut.zastávka Stříbrnice, Přerov	stojan
75007:96	Kojetín, Popůvky 6, u křižovatky Kojetín II-Popůvky, Kojetín, Přerov	stojan
77072:101	Olomouc,Topolany,Nedbalova 59/6,zast. MHD Topolany, Olomouc	stojan
77072:102	Olomouc,Nedvězí,Jilemnického 27/42, zast.MHD Nedvězí, Olomouc	stoj
77072:103	Bukovany 14, zast.MHD Bukovany, Olomouc	stojan
77072:104	Olomouc,Slavonín, Jižní 51/4 Slavonín, Olomouc	stojan
77072:107	Krčmaň, Náves 15, kaplička Krčmaň, Olomouc	stojan
77072:111	Samotišky, Toveřská 161/3, křižovatka Samotišky, Olomouc	stojan
77072:114	Bystrovany, U zastávky 165/5, Hasič.zbroj. Bystrovany, Olomouc	stojan
77072:118	Olomouc, Sv.Kopeček,Darwinova 222/29, ZOO Svatý Kopeček, Olomouc	stojan
77072:121	Olomouc, Sv.Kopeček, Dvorského 115/33, ZŠ Svatý Kopeček, Olomouc	stojan
77072:125	Olomouc.Chomoutov,Čapky-Drahlovského 222/1 Chomoutov, Olomouc	stojan
77072:130	Velká Bystřice, 8. května, u ul. Mlýnská Velká Bystřice, Olomouc	stojan
77072:132	Velká Bystřice, Na Letné 624 Velká Bystřice, Olomouc	stojan
77072:134	Mrsklesy 175, Kovákov, aut.zastávka Mrsklesy, Olomouc	stojan
77072:135	Mrsklesy 34, aut.zastávka Mrsklesy, Olomouc	stojan
77072:138	Hlubočky, Posluchov za č.p. 10 Posluchov, Hlubočky, Olomouc	stojan
77072:144	Štěpánov, Horní 60/84 Štěpánov, Olomouc	stojan
77072:148	Štěpánov, Nádražní 83/8 Štěpánov, Olomouc	stojan
77072:150	Štěpánov, Moravská Huzová, Benátky 185 Moravská Huzová, Štěpánov, Olomouc	stojan
77072:153	Liboš, Krnov 26 Liboš, Olomouc	stojan
77072:161	Tršice, aut.zastávka za č.p. 27 Tršice, Olomouc	stojan
77072:162	Tršice, Lipňany, aut.zastávka za č.p.32 Lipňany, Tršice, Olomouc	stojan
77072:163	Suchonice, aut.zastávka za č.p. 5 Suchonice, Olomouc	stojan
77072:164	Suchonice za č.p. 36, u obchodu Suchonice, Olomouc	stojan
77072:166	Tršice, Hostkovice, aut.zastávka za čp. 8 Hostkovice, Tršice, Olomouc	stojan
77072:167	Tršice, Vacanovice, aut.zastávka za čp.21 Vacanovice, Tršice, Olomouc	stojan
77072:171	Doloplazy 305, před obchodem Doloplazy, Olomouc	stojan
77072:172	Přáslavice, Kocourovec za č.p. 2 Kocourovec, Přáslavice, Olomouc	stojan
77072:173	Velký Týnec, Čechovice, za Týnecká 73 Čechovice, Velký Týnec, Olomouc	stojan
77072:204	Troubelice, Pískov u č.p. 65 Pískov, Troubelice, Olomouc	stojan
77072:211	Šumvald 201, dolní konec, obchod Šumvald, Olomouc	stojan
77072:27	Olomouc,tř.Svobody 686/26,tržnice zast.MHD Olomouc, Olomouc	stojan
77072:31	Velký Týnec, Olomucká 90, p.V.Týnec2 Olympia Velký Týnec, Olomouc	stoj
77072:32	Olomouc, Nové Sady, Myslbekova 430/11 Nové Sady, Olomouc	stojan
77072:322	Medlov, Králová 8 Králová, Medlov, Olomouc	stojan
77072:323	Medlov 26 Medlov, Olomouc	stojan
77072:324	Medlov 90, zastávka BUS dolní konec Medlov, Olomouc	stojan
77072:325	Uničov, Střelice za č.p. 42, obchod Střelice, Uničov, Olomouc	stojan
77072:327	Uničov, Renoty za č.p. 60, aut.zastávka Renoty, Uničov, Olomouc	stojan
77072:329	Medlov, Zadní Újezd za č.p. 7 Zadní Újezd, Medlov, Olomouc	stojan
77072:33	Olomouc, Varšavské nám. 1120/8 Olomouc, Olomouc	stojan
77072:34	Olomouc, Schweitzerova 228/12 Povel, Olomouc	stojan
77072:35	Ol,Nové Sady, Rooseveltova 385/86 Nové Sady, Olomouc	stojan u park.
77072:37	Ol,N.Sady,Dolní novosadská,zast.MHD u kostela Nové Sady, Olomouc	st
77072:38	Olomouc, Nové Sady, Zikova 618/14,Penzion Nové Sady, Olomouc	stojan
77072:39	Olomouc,Povel,Heyrovského 402/19,novin.stánek Povel, Olomouc	st
77072:402	Litovel, 1. máje 800/17, muzeum Litovel, Olomouc	stojan
77072:403	Litovel, za Sušilova 578/2A Litovel, Olomouc	stojan
77072:404	Litovel, za Vítězná 587/6 Litovel, Olomouc	stojan
77072:405	Litovel, za Nábřežní 840/2 Litovel, Olomouc	stojan
77072:407	Litovel,K.Sedláka 1194/1A-Uničovská,křižov Litovel, Olomouc	stojan
77072:411	Červenka, Komenského za č.p. 30, škola Červenka, Olomouc	stojan
77072:413	Litovel,Tři Dvory za č.p.34, aut.zastávka Tři Dvory, Litovel, Olomouc	stojan
77072:415	Litovel, Rozvadovice za č.p. 27, náves Rozvadovice, Litovel, Olomouc	stojan
77072:416	Litovel, Pavlínka za č.p.596/11,u obchodu Litovel, Olomouc	stojan
77072:422	Žerotín 10 Žerotín, Olomouc	stojan
77072:423	Pňovice u č.p. 50, budova farmy Papůvka Pňovice, Olomouc	stojan
77072:426	Náklo, Mezice za č.p. 27 Mezice, Náklo, Olomouc	stojan
77072:428	Střeň za č.p. 45, obchod Střeň, Olomouc	stojan
77072:43	Olomouc,Nová Ulice, Brněnská 489/58,zast.MHD Nová Ulice, Olomouc	stoj
77072:437	Litovel, Nasobůrky za č.p. 125 Nasobůrky, Litovel, Olomouc	stojan
77072:438	Litovel, Nasobůrky za č.p. 131, prodejna Nasobůrky, Litovel, Olomouc	stojan
77072:44	Olomouc,Nová Ulice, Hraniční 7/1, zast.MHD Nová Ulice, Olomouc	stojan
77072:440	Haňovice 88, prodejna Haňovice, Olomouc	stojan
77072:443	Mladeč 116, Vápenka Mladeč, Olomouc	stojan
77072:444	Bílá Lhota 1, Arboretum Bílá Lhota, Olomouc	stojan
77072:445	Bílá Lhota, Pateřín za č.p. 31, náves Pateřín, Bílá Lhota, Olomouc	stojan
77072:446	Bílá Lhota, Hrabí za č.p. 23, náves Hrabí, Bílá Lhota, Olomouc	stojan
77072:447	Bílá Lhota,Červená Lhota za č.p.8,u obchodu Červená Lhota, Bílá Lhota, Olomouc	stoj
77072:448	Bílá Lhota, Měník za č.p.49,před hospodou Měník, Bílá Lhota, Olomouc	stojan
77072:45	Olomouc, Nová Ulice, Okružní 1285/9 Nová Ulice, Olomouc	stojan
77072:456	Olbramice za č.p. 24, naproti obchodu Olbramice, Olomouc	stojan
77072:46	Ol,Nová Ulice,I.P.Pavlova 842/51,novin.stánek Nová Ulice, Olomouc	st
77072:462	Luká, Veselíčko 8, aut.čekárna Veselíčko, Luká, Olomouc	stojan
77072:463	Luká, Březina za č.p. 2 Březina, Luká, Olomouc	stojan
77072:465	Luká, Střemeníčko za č.p. 48, náves Střemeníčko, Luká, Olomouc	stojan
77072:469	Luká za č.p. 141, Dům s peč.službou Luká, Olomouc	stojan
77072:471	Bouzov za č.p. 139, u hradu Bouzov, Olomouc	stojan
77072:474	Bouzov, Olešnice za č.p. 56, obchod Olešnice, Bouzov, Olomouc	stojan
77072:477	Bouzov, Doly za č.p. 10, u kapličky Doly, Bouzov, Olomouc	stojan
77072:479	Bouzov, Jeřmaň za č.p. 2, has.zbrojnice Jeřmaň, Bouzov, Olomouc	stojan
77072:481	Bouzov, Svojanov za č.p. 5, náves Svojanov, Bouzov, Olomouc	stojan
77072:482	Bouzov, Blažov za č.p. 32, hospoda Blažov, Bouzov, Olomouc	stojan
77072:483	Bouzov, Kadeřín ev.11, náves Kadeřín, Bouzov, Olomouc	stojan
77072:502	Šternberk, Horní náměstí 167/5, gymnázium Šternberk, Olomouc	stojan
77072:51	Olomouc, Nová Ulice, Tererovo nám. 920/2 Nová Ulice, Olomouc	stojan
77072:510	Šternberk, Svatoplukova 1352/6 Šternberk, Olomouc	stojan
77072:515	Štěpánov, M.Huzová, Stádlo 145, u OÚ Moravská Huzová, Štěpánov, Olomouc	stojan
77072:516	Lipina 73, u aut.zastávky Lipina, Olomouc	stojan
77072:520	Šternberk, Dalov 71, u aut.zastávky Dalov, Šternberk, Olomouc	stojan
77072:530	Šternberk, u č.p. Krakořice 18 Krakořice, Šternberk, Olomouc	stojan
77072:537	Mutkov u čp.2, aut. zastávka Mutkov, Olomouc	stojan
77072:54	Ol,Nová Ulice,tř.Míru 1140/47,zastávka MHD Nová Ulice, Olomouc	stojan
77072:540	Dolany 361, u aut.zastávky Dolany, Olomouc	stojan
77072:541	Dolany 423, u aut.zastávky Dolany, Olomouc	stojan
77072:542	Tovéř 37 Tovéř, Olomouc	stojan
77072:546	Dolany, Véska 9, hospoda Véska, Dolany, Olomouc	stojan
77072:55	Olomouc, Nová Ulice,tř. Svornosti 1048/41 Nová Ulice, Olomouc	stojan
77072:57	Olomouc,Nová Ulice,Na Vozovce 549/12 na nov.stánku	Nová Ulice, Olomouc
77072:62	Olomouc, Lazce, Dlouhá 524/28, nov.stánek Lazce, Olomouc	stojan
77072:70	Olomouc,Lazce,Lazecká 402/42, samoobsluha Lazce, Olomouc	stojan
77072:77	Olomouc, Chválkovice, Selské nám. 200/15 Chválkovice, Olomouc	stojan
77072:82	Olomouc, Holice, Přerovská 445/37 Holice, Olomouc	stojan
77072:84	Olomouc, Holice, Hamerská 624/19 Holice, Olomouc	stojan
77072:85	Olomouc, Holice, Náves Svobody 4/6 Holice, Olomouc	stojan
77072:9	Ol,Hodolany,Ostravská 662/37,aut.nádraží Conex Hodolany, Olomouc	st
78807:1	Šumperk, M.R.Štefánika 1213/22 Šumperk, Šumperk	stojan
78807:10	Šumperk, Temenická 2782/91, pošta Šumperk 4 Šumperk, Šumperk	stoj
78807:101	Oskava u čp.232, Nemrlov, aut.zastávka Oskava, Šumperk	stojan
78807:102	Oskava 224, Václavov rekr.středisko Oskava, Šumperk	stojan
78807:11	Šumperk, Čsl. armády 2324/28, potraviny Šumperk, Šumperk	stojan
78807:12	Šumperk,křižovatka Čsl.armády, Chodská 1373/2 Šumperk, Šumperk	st
78807:13	Šumperk, B. Václavka 1427/26 Šumperk, Šumperk	stojan
78807:14	Šumperk, Kozinova 30/15 Šumperk, Šumperk	stojan
78807:15	Šumperk, Bohdíkovská 2198/54 Šumperk, Šumperk	stojan
78807:17	Šumperk, Temenická 2532/33 Šumperk, Šumperk	stojan
78807:18	Šumperk, J. z Poděbrad 704/75 Šumperk, Šumperk	stojan
78807:2	Šumperk, Uničovská a Čičákova 985/1,křižov Šumperk, Šumperk	stojan
78807:206	Jindřichov, Pusté Žibřidovice u č.p.12 AZ Pusté Žibřidovice, Jindřichov, Šumperk	stojan
78807:209	Staré Město, Lipová 46 Staré Město, Šumperk	stojan
78807:21	Šumperk, Gen.Svobody - Žižkova 2840/1 Šumperk, Šumperk	stojan
78807:211	Staré Město, Stříbrnice 39 Stříbrnice, Staré Město, Šumperk	stojan
78807:22	Šumperk, Revoluční 1732/25, potraviny Šumperk, Šumperk	stojan
78807:224	Malá Morava, Podlesí,náměstí naproti čp.10 Podlesí, Malá Morava, Šumperk	stojan
78807:227	Staré Město, Chrastice E15 Chrastice, Staré Město, Šumperk	stojan
78807:23	Šumperk, Jesenická 1819/61, pošta Šumperk 3 Šumperk, Šumperk	stoj
78807:24	Šumperk, Jeremenkova 1569/15 Šumperk, Šumperk	stojan
78807:25	Šumperk,Jesenická 464/4,pošta Šu 2,u nádraží Šumperk, Šumperk	st
78807:26	Šumperk, Hlavní třída 3061/20, u parku Šumperk, Šumperk	stojan
78807:3	Šumperk, Žerotínova 1833/56, Pars Šumperk, Šumperk	stojan
78807:30	Dolní Studénky čp. 141, BUS zastávka Dolní Studénky, Šumperk	stojan
78807:300	Zábřeh, naproti Olomoucká 1693/17, ČSAD Zábřeh, Šumperk	stojan
78807:301	Zábřeh, Ráječek 1644/6 Zábřeh, Šumperk	stojan
78807:302	Zábřeh, Skalička 1878/80 Zábřeh, Šumperk	stojan
78807:303	Zábřeh, Rudolfov 1567/24 Zábřeh, Šumperk	stojan
78807:305	Zábřeh, Hněvkov 77 Hněvkov, Zábřeh, Šumperk	stojan
78807:306	Nemile, Lupěné 33 Lupěné, Nemile, Šumperk	stojan
78807:307	Zábřeh, Dolní Bušínov E146 Dolní Bušínov, Zábřeh, Šumperk	stojan
78807:308	Hynčina naproti čp. 125, prodejna Hynčina, Šumperk	stojan
78807:309	Hynčina, Křižanov 28 Křižanov, Hynčina, Šumperk	stojan
78807:310	Maletín, Starý Maletín 21 Starý Maletín, Šumperk	stojan
78807:311	Maletín, Javoří 38 Javoří, Maletín, Šumperk	stojan
78807:312	Krchleby naproti čp. 42, u kapličky Krchleby, Šumperk	stojan
78807:313	Jestřebí, Pobučí naproti čp. 48 u aut.zast Pobučí, Jestřebí, Šumperk	stojan
78807:314	Lukavice, Slavoňov naproti čp. 54 Slavoňov, Lukavice, Šumperk	stojan
78807:315	Lukavice, Vlachov 17 Vlachov, Lukavice, Šumperk	stojan
78807:317	Zvole 123 Zvole, Šumperk	stojan
78807:318	Bohuslavice 36, u aut.zastávky Bohuslavice, Šumperk	stojan
78807:319	Lukavice 47 Lukavice, Šumperk	stojan
78807:32	Rapotín, U Lávky 34, Veteran muzeum Rapotín, Šumperk	stojan
78807:320	Hrabová 113 Hrabová, Šumperk	stojan
78807:321	Lesnice 26, Jednota Lesnice, Šumperk	stojan
78807:322	Jedlí 18, obchod Jedlí, Šumperk	stojan
78807:323	Štíty, Crhov 3 Crhov, Štíty, Šumperk	stojan
78807:326	Zborov 28 Zborov, Šumperk	stojan
78807:327	Chromeč 71 Chromeč, Šumperk	stojan
78807:328	Vyšehoří 53 Vyšehoří, Šumperk	stojan
78807:329	Postřelmůvek 4 Postřelmůvek, Šumperk	stojan
78807:332	Zábřeh, Pivonín, mezi čp. 8-27, prodejna Pivonín, Zábřeh, Šumperk	stojan
78807:334	Zábřeh, Václavov 80, prodejna Václavov, Zábřeh, Šumperk	stojan
78807:335	Svébohov 10, prodejna Svébohov, Šumperk	stojan
78807:336	Rájec 117 Rájec, Šumperk	stojan
78807:338	Kolšov u č.p. 135, prodejna Kolšov, Šumperk	stojan
78807:340	Rovensko 59 Rovensko, Šumperk	stojan
78807:341	Dlouhomilov, Benkov, mezi čp. 44-19 Benkov, Dlouhomilov, Šumperk	stojan
